"","municipio","per_ocu","count","perc"
"489","Umán","251 y más personas",18,0.00690448791714614
"490","Umán","31 a 50 personas",42,0.0161104718066743
"491","Umán","51 a 100 personas",28,0.0107403145377829
"492","Umán","6 a 10 personas",219,0.0840046029919448
"493","Valladolid","0 a 5 personas",5077,0.888986167046051
"494","Valladolid","101 a 250 personas",13,0.00227630887760462
"495","Valladolid","11 a 30 personas",212,0.0371213447732446
"496","Valladolid","251 y más personas",6,0.00105060409735598
"497","Valladolid","31 a 50 personas",29,0.00507791980388723
"498","Valladolid","51 a 100 personas",19,0.0033269129749606
"499","Valladolid","6 a 10 personas",355,0.0621607424268955
"500","Xocchel","0 a 5 personas",158,0.908045977011494
"501","Xocchel","11 a 30 personas",8,0.0459770114942529
"502","Xocchel","51 a 100 personas",1,0.00574712643678161
"503","Xocchel","6 a 10 personas",7,0.0402298850574713
"504","Yaxcabá","0 a 5 personas",318,0.935294117647059
"505","Yaxcabá","101 a 250 personas",1,0.00294117647058824
"506","Yaxcabá","11 a 30 personas",6,0.0176470588235294
"507","Yaxcabá","6 a 10 personas",15,0.0441176470588235
"508","Yaxkukul","0 a 5 personas",169,0.871134020618557
"509","Yaxkukul","101 a 250 personas",1,0.00515463917525773
"510","Yaxkukul","11 a 30 personas",7,0.0360824742268041
"511","Yaxkukul","31 a 50 personas",2,0.0103092783505155
"512","Yaxkukul","6 a 10 personas",15,0.077319587628866
"513","Yobaín","0 a 5 personas",93,0.853211009174312
"514","Yobaín","101 a 250 personas",1,0.00917431192660551
"515","Yobaín","11 a 30 personas",8,0.073394495412844
"516","Yobaín","31 a 50 personas",4,0.036697247706422
"517","Yobaín","6 a 10 personas",3,0.0275229357798165
